id,name,city,state,zip,beds
74193102,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA,93102,412
3380649,GAYLORD HOSPITAL,WALLINGFORD,CT,6492,-999
7485255,SCOTTSDALE HEALTHCARE THOMPSON PEAK,SCOTTSDALE,AZ,85255,92
10302131,HEBREW REHABILITATION CENTER,BOSTON,MA,2131,455
10402130,LEMUEL SATTUCK HOSPITAL,BOSTON,MA,2130,255
91951555,ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,MISSOURI VALLEY,IA,51555,25
2467029,COMANCHE COUNTY HOSPITAL,COLDWATER,KS,67029,12
4166736,FREDONIA REGIONAL HOSPITAL,FREDONIA,KS,66736,34
11302026,HEBREW REHABILITATION CENTER AT DEDHAM,DEDHAM,MA,2026,220
12502359,WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,PEMBROKE,MA,2359,120
13302453,WALDEN BEHAVIORAL CARE LLC,WALTHAM,MA,2453,45
11266212,PROMISE HOSPITAL OF OVERLAND PARK,OVERLAND PARK,KS,66212,56
13002072,NEW ENGLAND SINAI HOSPITAL,STOUGHTON,MA,2072,157
13149091,STURGIS HOSPITAL,STURGIS,MI,49091,84
449058,SPECTRUM HEALTH PENNOCK HOSPITAL,HASTINGS,MI,49058,49
2148708,MCLAREN BAY REGION,BAY CITY,MI,48708,338
14148198,FOREST HEALTH MEDICAL CENTER,YPSILANTI,MI,48198,68
6849503,MARY FREE BED HOSPITAL & REHABILITATION CENTER,GRAND RAPIDS,MI,49503,119
8849913,ASPIRUS KEWEENAW HOSPITAL,LAURIUM,MI,49913,25
4249801,DICKINSON COUNTY MEMORIAL HOSPITAL,IRON MOUNTAIN,MI,49801,96
11449953,ASPIRUS ONTONAGON HOSPITAL INC,ONTONAGON,MI,49953,25
11649735,OTSEGO MEMORIAL HOSPITAL,GAYLORD,MI,49735,46
61,ST MARY'S OF MICHIGAN-TOWNE CTR,SAGINAW,MI,48604,-999
8556265,CHIPPEWA CO MONTEVIDEO HOSP,MONTEVIDEO,MN,56265,30
4155912,MAYO CLINIC HEALTH SYS AUSTIN,AUSTIN,MN,55912,82
18064804,MERCY HOSPITAL JOPLIN,JOPLIN,MO,64804,240
1865807,COX MEDICAL CENTERS SOUTH HOSPITAL,SPRINGFIELD,MO,65807,86
2065802,COX MEDICAL CENTERS NORTH HOSPITAL,SPRINGFIELD,MO,65802,75
3964118,KINDRED HOSPITAL NORTHLAND,KANSAS CITY,MO,64118,35
6164429,CAMERON REGIONAL MEDICAL CENTER,CAMERON,MO,64429,58
3564057,CENTERPOINT MEDICAL CENTER,INDEPENDENCE,MO,64057,221
4064134,CRITTENTON CHILDREN'S CENTER,KANSAS CITY,MO,64134,46
6664132,RESEARCH MEDICAL CENTER,KANSAS CITY,MO,64132,487
6964130,RESEARCH PSYCHIATRIC CENTER,KANSAS CITY,MO,64130,100
7264111,ST. LUKE'S HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,64111,564
7464139,TRUMAN MEDICAL CENTER - LAKEWOOD,KANSAS CITY,MO,64139,298
16264772,NEVADA REGIONAL MEDICAL CENTER,NEVADA,MO,64772,71
4564446,COMMUNITY HOSPITAL FAIRFAX,FAIRFAX,MO,64446,18
2164730,BATES COUNTY MEMORIAL HOSPITAL,BUTLER,MO,64730,60
1964759,BARTON COUNTY MEMORIAL HOSPITAL,LAMAR,MO,64759,25
5764012,BELTON REGIONAL MEDICAL CENTER,BELTON,MO,64012,71
564502,NORTHWEST MO PSYCHIATRIC REHAB CTR,ST. JOSEPH,MO,64502,-999
9264804,FREEMAN HOSPITAL EAST,JOPLIN,MO,64804,72
9364804,FREEMAN HOSPITAL WEST,JOPLIN,MO,64804,72
9464804,LANDMARK HOSPITAL OF JOPLIN,JOPLIN,MO,64804,30
9564850,FREEMAN NEOSHO HOSPITAL,NEOSHO,MO,64850,49
12863017,ST. LUKE'S HOSPITAL,CHESTERFIELD,MO,63017,493
12963141,BARNES-JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO,63141,113
13063017,ST. LUKE'S REHABILITATION HOSPITAL,CHESTERFIELD,MO,63017,35
13363043,RANKEN JORDAN A PEDIATRIC REHABILITATION CENTER,MARYLAND HEIGHTS,MO,63043,34
13463117,SSM REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,RICHMOND HEIGHTS,MO,63117,35
13663136,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,ST. LOUIS,MO,63136,482
14263044,SSM REHABILITATION HOSPITAL,BRIDGETON,MO,63044,60
15763670,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,STE GENEVIEVE,MO,63670,47
12163628,PARKLAND HEALTH CENTER-BONNE TERRE,BONNE TERRE,MO,63628,3
10863935,SOUTHEASTHEALTH CENTER OF RIPLEY COUNTY,DONIPHAN,MO,63935,21
11263301,SSM ST. JOSEPH HEALTH CENTER,ST. CHARLES,MO,63301,333
11563385,SSM ST. JOSEPH HEALTH CENTER-WENTZVILLE,WENTZVILLE,MO,63385,77
11663367,SSM ST. JOSEPH HOSPITAL WEST,LAKE ST. LOUIS,MO,63367,116
11863304,CENTERPOINTE HOSPITAL,ST. CHARLES,MO,63304,104
11963376,BARNES-JEWISH ST. PETERS HOSPITAL,ST. PETERS,MO,63376,113
11065340,FITZGIBBON HOSPITAL,MARSHALL,MO,65340,60
5464683,WRIGHT MEMORIAL HOSPITAL,TRENTON,MO,64683,25
4863090,MERCY HOSPITAL WASHINGTON,WASHINGTON,MO,63090,148
4965041,HERMANN AREA DISTRICT HOSPITAL,HERMANN,MO,65041,24
1465803,OZARKS COMMUNITY HOSPITAL,SPRINGFIELD,MO,65803,15
7663663,IRON COUNTY HOSPITAL,PILOT KNOB,MO,63663,15
4765560,SALEM MEMORIAL DISTRICT HOSPITAL,SULLIVAN,MO,65560,55
16363664,WASHINGTON COUNTY MEMORIAL HOSPITAL,POTOSI,MO,63664,25
15963556,SULLIVAN COUNTY MEMORIAL HOSPITAL,MILAN,MO,63556,25
16465483,TEXAS COUNTY MEMORIAL HOSPITAL,HOUSTON,MO,65483,66
10363565,PUTNAM COUNTY MEMORIAL HOSPITAL,UNIONVILLE,MO,63565,15
9965401,PHELPS COUNTY REGIONAL MEDICAL CENTER,ROLLA,MO,65401,242
3363703,SAINT FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO,63703,308
9763775,PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,MO,63775,25
11764724,ELLETT MEMORIAL HOSPITAL,APPLETON CITY,MO,64724,12
6865360,ROYAL OAKS HOSPITAL,WINDSOR,MO,65360,41
8164067,LAFAYETTE REGIONAL HEALTH CENTER,LEXINGTON,MO,64067,32
1565625,MERCY HOSPITAL CASSVILLE,CASSVILLE,MO,65625,18
10564085,RAY COUNTY MEMORIAL HOSPITAL,RICHMOND,MO,64085,34
3664744,CEDAR COUNTY MEMORIAL HOSPITAL,EL DORADO SPRINGS,MO,64744,25
17864601,HEDRICK MEDICAL CENTER,CHILLICOTHE,MO,64601,25
18265065,OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,OSAGE BEACH,MO,65065,14
18363901,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,63901,38
18465721,MERCY ORTHOPEDIC HOSPITAL SPRINGFIELD,OZARK,MO,65721,48
18565804,MERCY REHABILITATION HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,65804,60
14363128,ST. ANTHONY'S MEDICAL CENTER,ST. LOUIS,MO,63128,767
7039730,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,ABERDEEN,MS,39730,35
8439652,BEACHAM MEMORIAL HOSPITAL,MAGNOLIA,MS,39652,37
5339042,MERIT HEALTH RANKIN,BRANDON,MS,39042,134
8939232,BRENTWOOD BEHAVIORAL HEALTHCARE,JACKSON,MS,39232,107
9439193,MS STATE HOSPITAL,WHITFIELD,MS,39193,1479
4439303,ALLIANCE HEALTH SYSTEM,MERIDIAN,MS,39303,154
4139475,SOUTH MS STATE HOSPITAL,PURVIS,MS,39475,50
2159442,MISSOURI RIVER MEDICAL CENTER,FORT BENTON,MT,59442,52
3859270,SIDNEY HEALTH CENTER,SIDNEY,MT,59270,118
2228078,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,28078,91
2328106,NOVANT HEALTH MATTHEWS MEDICAL CENTER,MATTHEWS,NC,28106,146
9228207,NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,CHARLOTTE,NC,28207,80
9728144,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,28144,268
3428337,CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,ELIZABETHTOWN,NC,28337,58
2427906,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,27906,182
8728086,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,KINGS MOUNTAIN,NC,28086,102
6328349,VIDANT DUPLIN HOSPITAL,KENANSVILLE,NC,28349,101
527103,NOVANT HEALTH MEDICAL PARK HOSPITAL,WINSTON SALEM,NC,27103,22
8527577,JOHNSTON MEDICAL CENTER - SMITHFIELD,SMITHFIELD,NC,27577,199
10728752,MCDOWELL HOSPITAL,MARION,NC,28752,65
228791,MARGARET R. PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,28791,222
7628721,HAYWOOD REGIONAL MEDICAL CENTER,CLYDE,NC,28721,190
1627874,OUR COMMUNITY HOSPITAL,SCOTLAND NECK,NC,27874,100
7827261,HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,NC,27261,384
6028687,DAVIS REGIONAL MEDICAL CENTER,STATESVILLE,NC,28687,149
8328677,IREDELL MEMORIAL HOSPITAL INCORPORATED,STATESVILLE,NC,28677,247
9627910,VIDANT ROANOKE-CHOWAN HOSPITAL,AHOSKIE,NC,27910,114
3528605,BLOWING ROCK HOSPITAL,BLOWING ROCK,NC,28605,100
1927573,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,27573,110
5327344,CHATHAM HOSPITAL INC.,SILER CITY,NC,27344,25
928906,MURPHY MEDICAL CENTER,MURPHY,NC,28906,191
10228359,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,28359,452
5228646,CHARLES A. CANNON JR. MEMORIAL HOSPITAL,LINVILLE,NC,28646,50
8428461,J. ARTHUR DOSHER MEMORIAL HOSPITAL,SOUTHPORT,NC,28461,100
4028813,CAREPARTNERS REHABILITATION HOSPITAL,ASHEVILLE,NC,28813,80
7228655,CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,MORGANTON,NC,28655,315
3928302,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,28302,600
126,KERNERSVILLE MEDICAL CENTER-ER,KERNERSVILLE,NC,27284,-999
14128170,CAROLINAS HEALTHCARE SYSTEM - ANSON,WADESBORO,NC,28170,15
14328086,CAROLINAS CONTINUECARE AT KINGS MOUNTAIN,KINGS MOUNTAIN,NC,28086,28
14528025,CAROLINAS REHABILITATION - NORTHEAST,CONCORD,NC,28025,40
14628376,FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS,RAEFORD,NC,28376,8
15127401,SELECT SPECIALTY HOSPITAL - GREENSBORO,GREENSBORO,NC,27401,30
1158784,MOUNTRAIL COUNTY MEDICAL CENTER,STANLEY,ND,58784,11
2558474,OAKES COMMUNITY HOSPITAL,OAKES,ND,58474,20
5058402,NORTH DAKOTA STATE HOSPITAL,JAMESTOWN,ND,58402,140
4058324,TOWNER COUNTY MEDICAL CENTER,CANDO,ND,58324,20
1958257,SANFORD MAYVILLE,MAYVILLE,ND,58257,25
2658367,PRESENTATION MEDICAL CENTER,ROLLA,ND,58367,25
4258801,CHI ST ALEXIUS HEALTH WILLISTON,WILLISTON,ND,58801,25
165358103,PRAIRIE SAINT JOHN'S,FARGO,ND,58103,110
9468509,LINCOLN REGIONAL CENTER,LINCOLN,NE,68509,200
9968131,LASTING HOPE RECOVERY CENTER,OMAHA,NE,68131,64
8569301,BOX BUTTE GENERAL HOSPITAL,ALLIANCE,NE,69301,25
6468729,AVERA CREIGHTON HOSPITAL,CREIGHTON,NE,68729,23
5932821,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,ORLANDO,FL,32821,174
10232803,FLORIDA HOSPITAL ORLANDO,ORLANDO,FL,32803,1368
11832822,FLORIDA HOSPITAL EAST ORLANDO,ORLANDO,FL,32822,295
15534761,HEALTH CENTRAL,OCOEE,FL,34761,211
34232803,SELECT SPECIALTY HOSPITAL - ORLANDO NORTH,ORLANDO,FL,32803,35
38334769,ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,FL,34769,84
3333435,BETHESDA MEMORIAL HOSPITAL,BOYNTON BEACH,FL,33435,401
14133401,GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,FL,33401,333
6833407,WEST PALM HOSPITAL,WEST PALM BEACH,FL,33407,245
19933418,KINDRED HOSPITAL PALM BEACHES,RIVIERA BEACH,FL,33418,70
39133407,ST MARY'S MEDICAL CENTER,WEST PALM BEACH,FL,33407,460
42033428,WEST BOCA MEDICAL CENTER,BOCA RATON,FL,33428,195
42633410,WEST PALM BEACH VA MEDICAL CENTER,WEST PALM BEACH,FL,33410,236
12934689,FLORIDA HOSPITAL NORTH PINELLAS,TARPON SPRINGS,FL,34689,168
26833756,MORTON PLANT HOSPITAL,CLEARWATER,FL,33756,613
39333710,ST PETERSBURG GENERAL HOSPITAL,SAINT PETERSBURG,FL,33710,215
12233872,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,SEBRING,FL,33872,147
2997301,OREGON STATE HOSPITAL- SALEM,NE SALEM,OR,97301,27
13233613,FLORIDA HOSPITAL TAMPA,TAMPA,FL,33613,365
18933612,JAMES A HALEY VETERANS' HOSPITAL,TAMPA,FL,33612,93
36033612,SHRINERS HOSPITALS FOR CHILDREN - TAMPA,TAMPA,FL,33612,60
36433563,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,33563,147
38833558,ST JOSEPH'S HOSPITAL NORTH,LUTZ,FL,33558,108
37734609,SPRINGBROOK HOSPITAL,BROOKSVILLE,FL,34609,66
32432054,RECEPTION AND MEDICAL CENTER HOSPITAL,LAKE BUTLER,FL,32054,133
7834233,DOCTORS HOSPITAL OF SARASOTA,SARASOTA,FL,34233,155
5533990,CAPE CORAL HOSPITAL,CAPE CORAL,FL,33990,291
11532721,FLORIDA HOSPITAL DELAND,DELAND,FL,32721,164
13032176,FLORIDA HOSPITAL OCEANSIDE,ORMOND BEACH,FL,32176,80
15432117,HALIFAX PSYCHIATRIC CENTER-NORTH,DAYTONA BEACH,FL,32117,30
21233853,LAKE WALES MEDICAL CENTER,LAKE WALES,FL,33853,160
5432931,CAPE CANAVERAL HOSPITAL,COCOA BEACH,FL,32931,150
44032955,WUESTHOFF MEDICAL CENTER-ROCKLEDGE,ROCKLEDGE,FL,32955,298
23132608,MALCOM RANDALL VA MEDICAL CENTER,GAINESVILLE,FL,32608,222
17533308,HOLY CROSS HOSPITAL,FORT LAUDERDALE,FL,33308,557
25133029,MEMORIAL HOSPITAL MIRAMAR,MIRAMAR,FL,33029,178
7333040,DEPOO HOSPITAL,KEY WEST,FL,33040,49
31733317,PLANTATION GENERAL HOSPITAL,PLANTATION,FL,33317,264
40933321,UNIVERSITY HOSPITAL AND MEDICAL CENTER,TAMARAC,FL,33321,317
23733070,MARINERS HOSPITAL,TAVERNIER,FL,33070,25
28133150,NORTH SHORE MEDICAL CENTER,MIAMI,FL,33150,337
36633034,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,FLORIDA CITY,FL,33034,249
36933143,SOUTH MIAMI HOSPITAL,MIAMI,FL,33143,436
42534474,WEST MARION COMMUNITY HOSPITAL,OCALA,FL,34474,94
503055,ST JOSEPH HOSPITAL MILFORD MED CTR,MILFORD,NH,3055,-999
23234208,CENTERSTONE OF FLORIDA,BRADENTON,FL,34208,37
1535611,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,71
1335233,VA MEDICAL CENTER - BIRMINGHAM,BIRMINGHAM,AL,35233,-999
535259,BROOKWOOD MEDICAL CENTER,BIRMINGHAM,AL,35259,607
735233,CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,35233,332
9235261,NOLAND HOSPITAL BIRMINGHAM,BIRMINGHAM,AL,35261,45
8535213,SELECT SPECIALTY HOSPITAL-BIRMINGHAM,BIRMINGHAM,AL,35213,38
11935233,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,35233,1157
3836427,D. W. MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36427,91
6436726,J. PAUL JONES HOSPITAL,CAMDEN,AL,36726,30
12236518,WASHINGTON COUNTY HOSPITAL,CHATOM,AL,36518,25
91836732,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,AL,36732,99
4236301,LAUREL OAKS BEHAVIORAL HEALTH CENTER,DOTHAN,AL,36301,38
5336330,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,36330,131
4636401,EVERGREEN MEDICAL CENTER,EVERGREEN,AL,36401,58
4835555,FAYETTE MEDICAL CENTER,FAYETTE,AL,35555,61
8035904,MOUNTAIN VIEW HOSPITAL,GADSDEN,AL,35904,68
12545701,O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,45701,132
8435801,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,147
1935806,BEHAVIORAL HEALTHCARE CENTER AT HUNTSVILLE INC.,HUNTSVILLE,AL,35806,20
133,FOX ARMY HEALTH CENTER: LAMBERT RHONDA W,HUNTSVILLE,AL,35890,-999
1345056,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,OXFORD,OH,45056,70
6836265,RMC JACKSONVILLE,JACKSONVILLE,AL,36265,104
12035502,WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,267
11450801,GREATER REGIONAL MEDICAL CENTER,CRESTON,IA,50801,25
2336116,HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY,MONTGOMERY,AL,36116,70
6636106,JACKSON HOSPITAL AND CLINIC,MONTGOMERY,AL,36106,344
8835650,LAWRENCE MEDICAL CENTER,MOULTON,AL,35650,98
3643812,COSHOCTON COUNTY MEMORIAL HOSPITAL,COSHOCTON,OH,43812,56
7435476,NORTHPORT MEDICAL CENTER,NORTHPORT,AL,35476,204
5636467,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,99
836360,DALE MEDICAL CENTER,OZARK,AL,36360,89
11635125,ST. VINCENT'S ST.CLAIR,PELL CITY,AL,35125,40
13444820,BUCYRUS COMMUNITY HOSPITAL,BUCYRUS,OH,44820,25
7644833,GALION COMMUNITY HOSPITAL,GALION,OH,44833,50
10235582,RED BAY HOSPITAL,RED BAY,AL,35582,25
6035660,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,AL,35660,185
27844111,GRACE HOSPITAL AT FAIRVIEW,CLEVELAND,OH,44111,29
3435150,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,AL,35150,163
3035161,CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,122
91235402,MARY S. HARPER GERIATRIC PSYCHIATRY CENTER,TUSCALOOSA,AL,35402,-999
4535401,VA MEDICAL CENTER - TUSCALOOSA,TUSCALOOSA,AL,35401,-999
1636083,CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM EAST CAMPUS,TUSKEGEE,AL,36083,-999
8236089,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,AL,36089,61
12136278,WEDOWEE HOSPITAL,WEDOWEE,AL,36278,34
4536092,ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,69
1744106,UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,OH,44106,1032
17044195,CLEVELAND CLINIC,CLEVELAND,OH,44195,1268
10144122,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,BEACHWOOD,OH,44122,144
14344129,PARMA COMMUNITY GENERAL HOSPITAL,PARMA,OH,44129,348
16045331,WAYNE HOSPITAL,GREENVILLE,OH,45331,104
3382609,ELKHORN VALLEY REHABILITATION HOSPITAL LLC,CASPER,WY,82609,41
16917701,WILLIAMSPORT REGIONAL MEDICAL CENTER,WILLIAMSPORT,PA,17701,228
28617403,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,YORK,PA,17403,-999
12743015,GRADY MEMORIAL HOSPITAL,DELAWARE,OH,43015,152
3982240,ST JOSEPH'S CHILDREN'S HOME,TORRINGTON,WY,82240,-999
4182901,ASPEN MOUNTAIN MEDICAL CENTER,ROCK SPRINGS,WY,82901,16
3200956,HOSP UNIVERSITARIO DR RAMON RUIZ ARNAU,BAYAMON,PR,956,102
7100960,PUERTO RICO CHILDRENS HOSPITAL,BAYAMON,PR,960,150
126843016,DUBLIN SPRINGS,DUBLIN,OH,43016,72
3800739,FIRST HOSP PANAMERICANO - CIDRA,CIDRA,PR,739,-999
4908053,WEISMAN CHILDRENS REHABILITATION HOSPITAL,MARLTON,NJ,8053,18
5108401,JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (MEN),ATLANTIC CITY,NJ,8401,29
11008240,ATLANTICARE REGIONAL MEDICAL CENTER - MAINLAND DIVISION,POMONA,NJ,8240,349
12207652,BERGEN REGIONAL MEDICAL CENTER,PARAMUS,NJ,7652,510
12607666,HOLY NAME HOSPITAL,TEANECK,NJ,7666,372
6007470,SAINT JOSEPHS WAYNE HOSPITAL,WAYNE,NJ,7470,229
1008094,MARYVILLE INCORPORATED,WILLIAMSTOWN,NJ,8094,68
7007109,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,7109,469
7507018,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,7018,212
13808360,INSPIRA MEDICAL CENTER VINELAND,VINELAND,NJ,8360,335
12807094,HUDSON REGIONAL HOSPITAL,SECAUCUS,NJ,7094,234
13207206,TRINITAS HOSPITAL - NEW POINT CAMPUS,ELIZABETH,NJ,7206,60
6707860,NEWTON MEMORIAL HOSPITAL,NEWTON,NJ,7860,146
1708861,CARE ONE,PERTH AMBOY,NJ,8861,26
1808901,CANCER INSTITUTE OF NEW JERSEY,NEW BRUNSWICK,NJ,8901,-999
11108629,SAINT FRANCIS MEDICAL CENTER,TRENTON,NJ,8629,238
4307950,GREYSTONE PARK PSYCHIATRIC HOSPITAL,MORRIS PLAINS,NJ,7950,450
9607753,K HOVNANIAN CHILDRENS HOSPITAL,NEPTUNE,NJ,7753,-999
2908755,HEALTHSOUTH REHABILITATION HOSPITAL OF TOMS RIVER,TOMS RIVER,NJ,8755,92
3908755,SAINT BARNABAS BEHAVIORAL HEALTH CENTER,TOMS RIVER,NJ,8755,40
9408724,OCEAN MEDICAL CENTER,BRICK,NJ,8724,281
107807962,ATLANTIC REHABILITATION INSTITUTE,MORRISTOWN,NJ,7962,38
107907002,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,7002,261
108007306,CAREPOINT HEALTH-CHRIST HOSPITAL,JERSEY CITY,NJ,7306,358
108108901,CHILDREN'S SPECIALIZED HOSPITAL,NEW BRUNSWICK,NJ,8901,68
108808701,SPECIALTY HOSPITAL OF CENTRAL JERSEY,LAKEWOOD,NJ,8701,50
109408502,EAST MOUNTAIN HOSPITAL,BELLE MEAD,NJ,8502,16
109507675,HACKENSACK-UMC AT PASCACK VALLEY,WESTWOOD,NJ,7675,128
109608360,HEALTHSOUTH REHABILITATION HOSPITAL OF VINELAND,VINELAND,NJ,8360,30
109707094,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC HOSPITAL,SECAUCUS,NJ,7094,174
129943725,CAMBRIDGE BEHAVORIAL HOSPITAL,CAMBRIDGE,OH,43725,66
2843725,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,CAMBRIDGE,OH,43725,189
2000785,CLINICA SANTA ROSA,GUAYAMA,PR,785,86
28645224,CHILDREN'S HOSPITAL MC - COLLEGE HILL,CINCINNATI,OH,45224,74
127645236,JEWISH HOSPITAL LLC,CINCINNATI,OH,45236,209
2200733,HOSP ANDRES GRILLASCA INC (CENTRO DE ONCOLOGICA AVANZADA),PONCE,PR,733,49
28745219,DRAKE CENTER FOR POST-ACUTE CARE LLC,CINCINNATI,OH,45219,30
9245220,CINCINNATI VA MEDICAL CENTER,CINCINNATI,OH,45220,268
9085712,TMC HEALTHCARE,TUCSON,AZ,85712,541
8043616,BAY PARK COMMUNITY HOSPITAL,OREGON,OH,43616,91
12343560,FLOWER HOSPITAL,SYLVANIA,OH,43560,559
124943560,REGENCY HOSPITAL OF TOLEDO,SYLVANIA,OH,43560,45
9543623,MERCY ST ANNE HOSPITAL,TOLEDO,OH,43623,128
1187505,CHRISTUS ST. VINCENT PHYSICIANS MEDICAL CENTER,SANTA FE,NM,87505,19
1387571,HOLY CROSS HOSPITAL,TAOS,NM,87571,29
1787301,GALLUP INDIAN MEDICAL CENTER,GALLUP,NM,87301,99
5188401,DOCTOR DAN C TRIGG MEMORIAL HOSPITAL,TUCUMCARI,NM,88401,25
3485295,GILBERT HOSPITAL,GILBERT,AZ,85295,19
4487740,MINERS COLFAX MEDICAL CENTER,RATON,NM,87740,25
81778734,VIBRA REHABILITATION HOSPITAL OF LAKE TRAVIS,LAKEWAY,TX,78734,36
2989431,DINI-TOWNSEND HOSPITAL AT NORTHERN NEVADA ADULT MENTAL HEALTH SERVICES,SPARKS,NV,89431,30
2084759,GARFIELD MEMORIAL HOSPITAL,PANGUITCH,UT,84759,41
111989102,HEALTHSOUTH REHABILITATION HOSPITAL OF LAS VEGAS,LAS VEGAS,NV,89102,79
789106,HORIZON SPECIALTY HOSPITAL - LAS VEGAS,LAS VEGAS,NV,89106,199
29545417,RIVERVIEW HEALTH INSTITUTE,DAYTON,OH,45417,12
10546761,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,46761,25
129245342,SYCAMORE MEDICAL CENTER,MIAMISBURG,OH,45342,108
3489121,LAS VEGAS - AMG SPECIALTY HOSPITAL,LAS VEGAS,NV,89121,24
6445406,GOOD SAMARITAN HOSPITAL,DAYTON,OH,45406,491
13843338,MORROW COUNTY HOSPITAL,MOUNT GILEAD,OH,43338,22
1520032,SAINT ELIZABETHS HOSPITAL,WASHINGTON,DC,20032,292
1620002,BRIDGEPOINT HOSPITAL CAPITOL HILL,WASHINGTON,DC,20002,177
1289103,SANA BEHAVIORAL HEALTH - LAS VEGAS,LAS VEGAS,NV,89103,21
5144875,OHIOHEALTH SHELBY HOSPITAL,SHELBY,OH,44875,40
7945601,ADENA REGIONAL MEDICAL CENTER,CHILLICOTHE,OH,45601,261
1785206,BANNER HEART HOSPITAL,MESA,AZ,85206,111
18032446,JACKSON HOSPITAL,MARIANNA,FL,32446,62
2846825,DUPONT HOSPITAL LLC,FORT WAYNE,IN,46825,131
10246845,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,FORT WAYNE,IN,46845,37
1589148,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89148,139
3889146,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,LAS VEGAS,NV,89146,190
9047006,MARGARET MARY HEALTH,BATESVILLE,IN,47006,25
1947025,COMMUNITY MENTAL HEALTH CENTER INC,LAWRENCEBURG,IN,47025,16
9952806,SELECT SPECIALTY HOSPITAL-QUAD CITIES,DAVENPORT,IA,52806,50
2047501,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,47501,80
